code,name,metric,sex,age,in,out,net,abs
01427,由仁町,both_50_59,総数,50-59歳,0,0,0,0
01427,由仁町,both_60_plus,総数,60歳以上,3,0,3,3
01427,由仁町,both_unknown,総数,不詳/その他,2,0,2,2
01427,由仁町,male_total,男,総数,4,0,4,4
01427,由仁町,male_0_9,男,0-9歳,0,0,0,0
01427,由仁町,male_10_19,男,10-19歳,0,0,0,0
01427,由仁町,male_20_29,男,20-29歳,0,0,0,0
01427,由仁町,male_30_39,男,30-39歳,1,0,1,1
01427,由仁町,male_40_49,男,40-49歳,0,0,0,0
01427,由仁町,male_50_59,男,50-59歳,0,0,0,0
01427,由仁町,male_60_plus,男,60歳以上,1,0,1,1
01427,由仁町,male_unknown,男,不詳/その他,2,0,2,2
01427,由仁町,female_total,女,総数,6,0,6,6
01427,由仁町,female_0_9,女,0-9歳,0,0,0,0
01427,由仁町,female_10_19,女,10-19歳,0,0,0,0
01427,由仁町,female_20_29,女,20-29歳,2,0,2,2
01427,由仁町,female_30_39,女,30-39歳,1,0,1,1
01427,由仁町,female_40_49,女,40-49歳,1,0,1,1
01427,由仁町,female_50_59,女,50-59歳,0,0,0,0
01427,由仁町,female_60_plus,女,60歳以上,2,0,2,2
01427,由仁町,female_unknown,女,不詳/その他,0,0,0,0
01661,釧路町,both_total,総数,総数,0,10,-10,10
01661,釧路町,both_0_9,総数,0-9歳,0,0,0,0
01661,釧路町,both_10_19,総数,10-19歳,0,2,-2,2
01661,釧路町,both_20_29,総数,20-29歳,0,5,-5,5
01661,釧路町,both_30_39,総数,30-39歳,0,1,-1,1
01661,釧路町,both_40_49,総数,40-49歳,0,0,0,0
01661,釧路町,both_50_59,総数,50-59歳,0,2,-2,2
01661,釧路町,both_60_plus,総数,60歳以上,0,0,0,0
01661,釧路町,both_unknown,総数,不詳/その他,0,0,0,0
01661,釧路町,male_total,男,総数,0,8,-8,8
01661,釧路町,male_0_9,男,0-9歳,0,0,0,0
01661,釧路町,male_10_19,男,10-19歳,0,2,-2,2
01661,釧路町,male_20_29,男,20-29歳,0,4,-4,4
01661,釧路町,male_30_39,男,30-39歳,0,1,-1,1
01661,釧路町,male_40_49,男,40-49歳,0,0,0,0
01661,釧路町,male_50_59,男,50-59歳,0,1,-1,1
01661,釧路町,male_60_plus,男,60歳以上,0,0,0,0
01661,釧路町,male_unknown,男,不詳/その他,0,0,0,0
01661,釧路町,female_total,女,総数,0,2,-2,2
01661,釧路町,female_0_9,女,0-9歳,0,0,0,0
01661,釧路町,female_10_19,女,10-19歳,0,0,0,0
01661,釧路町,female_20_29,女,20-29歳,0,1,-1,1
01661,釧路町,female_30_39,女,30-39歳,0,0,0,0
01661,釧路町,female_40_49,女,40-49歳,0,0,0,0
01661,釧路町,female_50_59,女,50-59歳,0,1,-1,1
01661,釧路町,female_60_plus,女,60歳以上,0,0,0,0
01661,釧路町,female_unknown,女,不詳/その他,0,0,0,0
16000,富山県,both_total,総数,総数,10,0,10,10
16000,富山県,both_0_9,総数,0-9歳,0,0,0,0
16000,富山県,both_10_19,総数,10-19歳,1,0,1,1
16000,富山県,both_20_29,総数,20-29歳,3,0,3,3
16000,富山県,both_30_39,総数,30-39歳,2,0,2,2
16000,富山県,both_40_49,総数,40-49歳,3,0,3,3
16000,富山県,both_50_59,総数,50-59歳,0,0,0,0
16000,富山県,both_60_plus,総数,60歳以上,1,0,1,1
16000,富山県,both_unknown,総数,不詳/その他,0,0,0,0
16000,富山県,male_total,男,総数,6,0,6,6
16000,富山県,male_0_9,男,0-9歳,0,0,0,0
16000,富山県,male_10_19,男,10-19歳,0,0,0,0
16000,富山県,male_20_29,男,20-29歳,2,0,2,2
16000,富山県,male_30_39,男,30-39歳,2,0,2,2
16000,富山県,male_40_49,男,40-49歳,2,0,2,2
16000,富山県,male_50_59,男,50-59歳,0,0,0,0
16000,富山県,male_60_plus,男,60歳以上,0,0,0,0
16000,富山県,male_unknown,男,不詳/その他,0,0,0,0
16000,富山県,female_total,女,総数,4,0,4,4
16000,富山県,female_0_9,女,0-9歳,0,0,0,0
16000,富山県,female_10_19,女,10-19歳,1,0,1,1
16000,富山県,female_20_29,女,20-29歳,1,0,1,1
16000,富山県,female_30_39,女,30-39歳,0,0,0,0
16000,富山県,female_40_49,女,40-49歳,1,0,1,1
16000,富山県,female_50_59,女,50-59歳,0,0,0,0
16000,富山県,female_60_plus,女,60歳以上,1,0,1,1
16000,富山県,female_unknown,女,不詳/その他,0,0,0,0
01206,釧路市,both_total,総数,総数,70,61,9,9
01206,釧路市,both_0_9,総数,0-9歳,6,5,1,1
01206,釧路市,both_10_19,総数,10-19歳,3,7,-4,4
01206,釧路市,both_20_29,総数,20-29歳,22,17,5,5
01206,釧路市,both_30_39,総数,30-39歳,12,6,6,6
01206,釧路市,both_40_49,総数,40-49歳,12,8,4,4
01206,釧路市,both_50_59,総数,50-59歳,11,9,2,2
01206,釧路市,both_60_plus,総数,60歳以上,4,9,-5,5
01206,釧路市,both_unknown,総数,不詳/その他,0,0,0,0
01206,釧路市,male_total,男,総数,37,43,-6,6
01206,釧路市,male_0_9,男,0-9歳,5,3,2,2
01206,釧路市,male_10_19,男,10-19歳,1,5,-4,4
01206,釧路市,male_20_29,男,20-29歳,11,12,-1,1
01206,釧路市,male_30_39,男,30-39歳,4,6,-2,2
01206,釧路市,male_40_49,男,40-49歳,7,4,3,3
01206,釧路市,male_50_59,男,50-59歳,8,8,0,0
01206,釧路市,male_60_plus,男,60歳以上,1,5,-4,4
01206,釧路市,male_unknown,男,不詳/その他,0,0,0,0
01206,釧路市,female_total,女,総数,33,18,15,15
01206,釧路市,female_0_9,女,0-9歳,1,2,-1,1
01206,釧路市,female_10_19,女,10-19歳,2,2,0,0
01206,釧路市,female_20_29,女,20-29歳,11,5,6,6
01206,釧路市,female_30_39,女,30-39歳,8,0,8,8
01206,釧路市,female_40_49,女,40-49歳,5,4,1,1
01206,釧路市,female_50_59,女,50-59歳,3,1,2,2
01206,釧路市,female_60_plus,女,60歳以上,3,4,-1,1
01206,釧路市,female_unknown,女,不詳/その他,0,0,0,0
01235,石狩市,both_total,総数,総数,25,16,9,9
01235,石狩市,both_0_9,総数,0-9歳,1,0,1,1
01235,石狩市,both_10_19,総数,10-19歳,4,1,3,3
01235,石狩市,both_20_29,総数,20-29歳,12,5,7,7
01235,石狩市,both_30_39,総数,30-39歳,2,3,-1,1
01235,石狩市,both_40_49,総数,40-49歳,0,3,-3,3
01235,石狩市,both_50_59,総数,50-59歳,6,3,3,3
01235,石狩市,both_60_plus,総数,60歳以上,0,1,-1,1
01235,石狩市,both_unknown,総数,不詳/その他,0,0,0,0
01235,石狩市,male_total,男,総数,17,7,10,10
01235,石狩市,male_0_9,男,0-9歳,1,0,1,1
01235,石狩市,male_10_19,男,10-19歳,3,0,3,3
01235,石狩市,male_20_29,男,20-29歳,8,3,5,5
01235,石狩市,male_30_39,男,30-39歳,2,1,1,1
01235,石狩市,male_40_49,男,40-49歳,0,1,-1,1
01235,石狩市,male_50_59,男,50-59歳,3,2,1,1
01235,石狩市,male_60_plus,男,60歳以上,0,0,0,0
01235,石狩市,male_unknown,男,不詳/その他,0,0,0,0
01235,石狩市,female_total,女,総数,8,9,-1,1
01235,石狩市,female_0_9,女,0-9歳,0,0,0,0
01235,石狩市,female_10_19,女,10-19歳,1,1,0,0
01235,石狩市,female_20_29,女,20-29歳,4,2,2,2
01235,石狩市,female_30_39,女,30-39歳,0,2,-2,2
01235,石狩市,female_40_49,女,40-49歳,0,2,-2,2
01235,石狩市,female_50_59,女,50-59歳,3,1,2,2
01235,石狩市,female_60_plus,女,60歳以上,0,1,-1,1
01235,石狩市,female_unknown,女,不詳/その他,0,0,0,0
01400,倶知安町,both_total,総数,総数,26,17,9,9
01400,倶知安町,both_0_9,総数,0-9歳,1,2,-1,1
01400,倶知安町,both_10_19,総数,10-19歳,3,1,2,2
01400,倶知安町,both_20_29,総数,20-29歳,8,8,0,0
01400,倶知安町,both_30_39,総数,30-39歳,7,1,6,6
01400,倶知安町,both_40_49,総数,40-49歳,4,2,2,2
01400,倶知安町,both_50_59,総数,50-59歳,2,3,-1,1
01400,倶知安町,both_60_plus,総数,60歳以上,1,0,1,1
01400,倶知安町,both_unknown,総数,不詳/その他,0,0,0,0
01400,倶知安町,male_total,男,総数,14,10,4,4
01400,倶知安町,male_0_9,男,0-9歳,1,1,0,0
01400,倶知安町,male_10_19,男,10-19歳,3,1,2,2
01400,倶知安町,male_20_29,男,20-29歳,4,4,0,0
01400,倶知安町,male_30_39,男,30-39歳,3,1,2,2
01400,倶知安町,male_40_49,男,40-49歳,2,0,2,2
01400,倶知安町,male_50_59,男,50-59歳,1,3,-2,2
01400,倶知安町,male_60_plus,男,60歳以上,0,0,0,0
01400,倶知安町,male_unknown,男,不詳/その他,0,0,0,0
01400,倶知安町,female_total,女,総数,12,7,5,5
01400,倶知安町,female_0_9,女,0-9歳,0,1,-1,1
01400,倶知安町,female_10_19,女,10-19歳,0,0,0,0
01400,倶知安町,female_20_29,女,20-29歳,4,4,0,0
01400,倶知安町,female_30_39,女,30-39歳,4,0,4,4
01400,倶知安町,female_40_49,女,40-49歳,2,2,0,0
01400,倶知安町,female_50_59,女,50-59歳,1,0,1,1
01400,倶知安町,female_60_plus,女,60歳以上,1,0,1,1
01400,倶知安町,female_unknown,女,不詳/その他,0,0,0,0
12000,千葉県,both_total,総数,総数,182,191,-9,9
12000,千葉県,both_0_9,総数,0-9歳,16,22,-6,6
12000,千葉県,both_10_19,総数,10-19歳,9,12,-3,3
12000,千葉県,both_20_29,総数,20-29歳,64,74,-10,10
12000,千葉県,both_30_39,総数,30-39歳,35,36,-1,1
12000,千葉県,both_40_49,総数,40-49歳,20,22,-2,2
12000,千葉県,both_50_59,総数,50-59歳,26,12,14,14
12000,千葉県,both_60_plus,総数,60歳以上,12,13,-1,1
12000,千葉県,both_unknown,総数,不詳/その他,0,0,0,0
12000,千葉県,male_total,男,総数,118,110,8,8
12000,千葉県,male_0_9,男,0-9歳,9,10,-1,1
12000,千葉県,male_10_19,男,10-19歳,5,7,-2,2
12000,千葉県,male_20_29,男,20-29歳,44,45,-1,1
12000,千葉県,male_30_39,男,30-39歳,19,17,2,2
12000,千葉県,male_40_49,男,40-49歳,17,15,2,2
12000,千葉県,male_50_59,男,50-59歳,17,8,9,9
12000,千葉県,male_60_plus,男,60歳以上,7,8,-1,1
12000,千葉県,male_unknown,男,不詳/その他,0,0,0,0
12000,千葉県,female_total,女,総数,64,81,-17,17
12000,千葉県,female_0_9,女,0-9歳,7,12,-5,5
12000,千葉県,female_10_19,女,10-19歳,4,5,-1,1
12000,千葉県,female_20_29,女,20-29歳,20,29,-9,9
12000,千葉県,female_30_39,女,30-39歳,16,19,-3,3
12000,千葉県,female_40_49,女,40-49歳,3,7,-4,4
12000,千葉県,female_50_59,女,50-59歳,9,4,5,5
12000,千葉県,female_60_plus,女,60歳以上,5,5,0,0
12000,千葉県,female_unknown,女,不詳/その他,0,0,0,0
29000,奈良県,both_total,総数,総数,26,17,9,9
29000,奈良県,both_0_9,総数,0-9歳,2,2,0,0
29000,奈良県,both_10_19,総数,10-19歳,2,2,0,0
29000,奈良県,both_20_29,総数,20-29歳,13,3,10,10
29000,奈良県,both_30_39,総数,30-39歳,2,6,-4,4
29000,奈良県,both_40_49,総数,40-49歳,2,2,0,0
29000,奈良県,both_50_59,総数,50-59歳,3,1,2,2
29000,奈良県,both_60_plus,総数,60歳以上,2,1,1,1
29000,奈良県,both_unknown,総数,不詳/その他,0,0,0,0
29000,奈良県,male_total,男,総数,14,10,4,4
29000,奈良県,male_0_9,男,0-9歳,0,2,-2,2
29000,奈良県,male_10_19,男,10-19歳,2,0,2,2
29000,奈良県,male_20_29,男,20-29歳,7,1,6,6
29000,奈良県,male_30_39,男,30-39歳,1,5,-4,4
29000,奈良県,male_40_49,男,40-49歳,1,1,0,0
29000,奈良県,male_50_59,男,50-59歳,2,1,1,1
29000,奈良県,male_60_plus,男,60歳以上,1,0,1,1
29000,奈良県,male_unknown,男,不詳/その他,0,0,0,0
29000,奈良県,female_total,女,総数,12,7,5,5
29000,奈良県,female_0_9,女,0-9歳,2,0,2,2
29000,奈良県,female_10_19,女,10-19歳,0,2,-2,2
29000,奈良県,female_20_29,女,20-29歳,6,2,4,4
29000,奈良県,female_30_39,女,30-39歳,1,1,0,0
29000,奈良県,female_40_49,女,40-49歳,1,1,0,0
29000,奈良県,female_50_59,女,50-59歳,1,0,1,1
29000,奈良県,female_60_plus,女,60歳以上,1,1,0,0
29000,奈良県,female_unknown,女,不詳/その他,0,0,0,0
01225,滝川市,both_total,総数,総数,31,23,8,8
01225,滝川市,both_0_9,総数,0-9歳,0,4,-4,4
01225,滝川市,both_10_19,総数,10-19歳,3,5,-2,2
01225,滝川市,both_20_29,総数,20-29歳,10,6,4,4
01225,滝川市,both_30_39,総数,30-39歳,4,5,-1,1
01225,滝川市,both_40_49,総数,40-49歳,2,1,1,1
01225,滝川市,both_50_59,総数,50-59歳,6,2,4,4
01225,滝川市,both_60_plus,総数,60歳以上,6,0,6,6
01225,滝川市,both_unknown,総数,不詳/その他,0,0,0,0
01225,滝川市,male_total,男,総数,18,15,3,3
01225,滝川市,male_0_9,男,0-9歳,0,2,-2,2
01225,滝川市,male_10_19,男,10-19歳,3,5,-2,2
01225,滝川市,male_20_29,男,20-29歳,5,3,2,2
01225,滝川市,male_30_39,男,30-39歳,4,3,1,1
01225,滝川市,male_40_49,男,40-49歳,1,1,0,0
01225,滝川市,male_50_59,男,50-59歳,3,1,2,2
01225,滝川市,male_60_plus,男,60歳以上,2,0,2,2
01225,滝川市,male_unknown,男,不詳/その他,0,0,0,0
01225,滝川市,female_total,女,総数,13,8,5,5
01225,滝川市,female_0_9,女,0-9歳,0,2,-2,2
01225,滝川市,female_10_19,女,10-19歳,0,0,0,0
01225,滝川市,female_20_29,女,20-29歳,5,3,2,2
01225,滝川市,female_30_39,女,30-39歳,0,2,-2,2
01225,滝川市,female_40_49,女,40-49歳,1,0,1,1
01225,滝川市,female_50_59,女,50-59歳,3,1,2,2
01225,滝川市,female_60_plus,女,60歳以上,4,0,4,4
01225,滝川市,female_unknown,女,不詳/その他,0,0,0,0
07000,福島県,both_total,総数,総数,34,26,8,8
07000,福島県,both_0_9,総数,0-9歳,3,5,-2,2
07000,福島県,both_10_19,総数,10-19歳,1,1,0,0
07000,福島県,both_20_29,総数,20-29歳,11,6,5,5
07000,福島県,both_30_39,総数,30-39歳,9,7,2,2
07000,福島県,both_40_49,総数,40-49歳,3,6,-3,3
07000,福島県,both_50_59,総数,50-59歳,4,1,3,3
07000,福島県,both_60_plus,総数,60歳以上,3,0,3,3
07000,福島県,both_unknown,総数,不詳/その他,0,0,0,0
07000,福島県,male_total,男,総数,19,16,3,3
07000,福島県,male_0_9,男,0-9歳,0,2,-2,2
07000,福島県,male_10_19,男,10-19歳,0,1,-1,1
07000,福島県,male_20_29,男,20-29歳,6,4,2,2
07000,福島県,male_30_39,男,30-39歳,6,3,3,3
07000,福島県,male_40_49,男,40-49歳,2,5,-3,3
07000,福島県,male_50_59,男,50-59歳,3,1,2,2
07000,福島県,male_60_plus,男,60歳以上,2,0,2,2
07000,福島県,male_unknown,男,不詳/その他,0,0,0,0
07000,福島県,female_total,女,総数,15,10,5,5
07000,福島県,female_0_9,女,0-9歳,3,3,0,0
07000,福島県,female_10_19,女,10-19歳,1,0,1,1
07000,福島県,female_20_29,女,20-29歳,5,2,3,3
07000,福島県,female_30_39,女,30-39歳,3,4,-1,1
07000,福島県,female_40_49,女,40-49歳,1,1,0,0
07000,福島県,female_50_59,女,50-59歳,1,0,1,1
07000,福島県,female_60_plus,女,60歳以上,1,0,1,1
07000,福島県,female_unknown,女,不詳/その他,0,0,0,0
09000,栃木県,both_total,総数,総数,19,27,-8,8
09000,栃木県,both_0_9,総数,0-9歳,0,1,-1,1
09000,栃木県,both_10_19,総数,10-19歳,0,3,-3,3
09000,栃木県,both_20_29,総数,20-29歳,10,13,-3,3
09000,栃木県,both_30_39,総数,30-39歳,4,4,0,0
09000,栃木県,both_40_49,総数,40-49歳,0,2,-2,2
09000,栃木県,both_50_59,総数,50-59歳,2,3,-1,1
09000,栃木県,both_60_plus,総数,60歳以上,3,1,2,2
09000,栃木県,both_unknown,総数,不詳/その他,0,0,0,0
09000,栃木県,male_total,男,総数,10,17,-7,7
09000,栃木県,male_0_9,男,0-9歳,0,0,0,0
09000,栃木県,male_10_19,男,10-19歳,0,2,-2,2
09000,栃木県,male_20_29,男,20-29歳,4,8,-4,4
09000,栃木県,male_30_39,男,30-39歳,2,2,0,0
09000,栃木県,male_40_49,男,40-49歳,0,2,-2,2
09000,栃木県,male_50_59,男,50-59歳,2,3,-1,1
09000,栃木県,male_60_plus,男,60歳以上,2,0,2,2
09000,栃木県,male_unknown,男,不詳/その他,0,0,0,0
09000,栃木県,female_total,女,総数,9,10,-1,1
09000,栃木県,female_0_9,女,0-9歳,0,1,-1,1
09000,栃木県,female_10_19,女,10-19歳,0,1,-1,1
09000,栃木県,female_20_29,女,20-29歳,6,5,1,1
09000,栃木県,female_30_39,女,30-39歳,2,2,0,0
09000,栃木県,female_40_49,女,40-49歳,0,0,0,0
09000,栃木県,female_50_59,女,50-59歳,0,0,0,0
09000,栃木県,female_60_plus,女,60歳以上,1,1,0,0
09000,栃木県,female_unknown,女,不詳/その他,0,0,0,0
17000,石川県,both_total,総数,総数,42,34,8,8
17000,石川県,both_0_9,総数,0-9歳,3,3,0,0
17000,石川県,both_10_19,総数,10-19歳,5,5,0,0
17000,石川県,both_20_29,総数,20-29歳,16,13,3,3
17000,石川県,both_30_39,総数,30-39歳,10,7,3,3
17000,石川県,both_40_49,総数,40-49歳,3,1,2,2
17000,石川県,both_50_59,総数,50-59歳,3,5,-2,2
17000,石川県,both_60_plus,総数,60歳以上,2,0,2,2
17000,石川県,both_unknown,総数,不詳/その他,0,0,0,0
17000,石川県,male_total,男,総数,26,22,4,4
17000,石川県,male_0_9,男,0-9歳,1,0,1,1
17000,石川県,male_10_19,男,10-19歳,3,4,-1,1
17000,石川県,male_20_29,男,20-29歳,10,10,0,0
17000,石川県,male_30_39,男,30-39歳,7,4,3,3
17000,石川県,male_40_49,男,40-49歳,2,1,1,1
17000,石川県,male_50_59,男,50-59歳,2,3,-1,1
17000,石川県,male_60_plus,男,60歳以上,1,0,1,1
17000,石川県,male_unknown,男,不詳/その他,0,0,0,0
17000,石川県,female_total,女,総数,16,12,4,4
17000,石川県,female_0_9,女,0-9歳,2,3,-1,1
17000,石川県,female_10_19,女,10-19歳,2,1,1,1
17000,石川県,female_20_29,女,20-29歳,6,3,3,3
17000,石川県,female_30_39,女,30-39歳,3,3,0,0
17000,石川県,female_40_49,女,40-49歳,1,0,1,1
17000,石川県,female_50_59,女,50-59歳,1,2,-1,1
17000,石川県,female_60_plus,女,60歳以上,1,0,1,1
17000,石川県,female_unknown,女,不詳/その他,0,0,0,0
34000,広島県,both_total,総数,総数,26,18,8,8
34000,広島県,both_0_9,総数,0-9歳,0,2,-2,2
34000,広島県,both_10_19,総数,10-19歳,1,1,0,0
34000,広島県,both_20_29,総数,20-29歳,8,7,1,1
34000,広島県,both_30_39,総数,30-39歳,7,5,2,2
34000,広島県,both_40_49,総数,40-49歳,5,1,4,4
34000,広島県,both_50_59,総数,50-59歳,3,1,2,2
34000,広島県,both_60_plus,総数,60歳以上,2,1,1,1
34000,広島県,both_unknown,総数,不詳/その他,0,0,0,0
34000,広島県,male_total,男,総数,20,5,15,15
34000,広島県,male_0_9,男,0-9歳,0,0,0,0
34000,広島県,male_10_19,男,10-19歳,1,0,1,1
34000,広島県,male_20_29,男,20-29歳,3,3,0,0
34000,広島県,male_30_39,男,30-39歳,6,2,4,4
34000,広島県,male_40_49,男,40-49歳,5,0,5,5
34000,広島県,male_50_59,男,50-59歳,3,0,3,3
34000,広島県,male_60_plus,男,60歳以上,2,0,2,2
34000,広島県,male_unknown,男,不詳/その他,0,0,0,0
34000,広島県,female_total,女,総数,6,13,-7,7
34000,広島県,female_0_9,女,0-9歳,0,2,-2,2
34000,広島県,female_10_19,女,10-19歳,0,1,-1,1
34000,広島県,female_20_29,女,20-29歳,5,4,1,1
34000,広島県,female_30_39,女,30-39歳,1,3,-2,2
34000,広島県,female_40_49,女,40-49歳,0,1,-1,1
34000,広島県,female_50_59,女,50-59歳,0,1,-1,1
34000,広島県,female_60_plus,女,60歳以上,0,1,-1,1
34000,広島県,female_unknown,女,不詳/その他,0,0,0,0
04000,宮城県,both_total,総数,総数,92,85,7,7
04000,宮城県,both_0_9,総数,0-9歳,7,14,-7,7
04000,宮城県,both_10_19,総数,10-19歳,7,2,5,5
04000,宮城県,both_20_29,総数,20-29歳,33,20,13,13
04000,宮城県,both_30_39,総数,30-39歳,17,20,-3,3
04000,宮城県,both_40_49,総数,40-49歳,15,22,-7,7
04000,宮城県,both_50_59,総数,50-59歳,12,7,5,5
04000,宮城県,both_60_plus,総数,60歳以上,1,0,1,1
04000,宮城県,both_unknown,総数,不詳/その他,0,0,0,0
04000,宮城県,male_total,男,総数,64,49,15,15
04000,宮城県,male_0_9,男,0-9歳,4,7,-3,3
04000,宮城県,male_10_19,男,10-19歳,3,1,2,2
04000,宮城県,male_20_29,男,20-29歳,24,10,14,14
04000,宮城県,male_30_39,男,30-39歳,12,10,2,2
04000,宮城県,male_40_49,男,40-49歳,11,16,-5,5
04000,宮城県,male_50_59,男,50-59歳,9,5,4,4
04000,宮城県,male_60_plus,男,60歳以上,1,0,1,1
04000,宮城県,male_unknown,男,不詳/その他,0,0,0,0
04000,宮城県,female_total,女,総数,28,36,-8,8
04000,宮城県,female_0_9,女,0-9歳,3,7,-4,4
04000,宮城県,female_10_19,女,10-19歳,4,1,3,3
04000,宮城県,female_20_29,女,20-29歳,9,10,-1,1
04000,宮城県,female_30_39,女,30-39歳,5,10,-5,5
04000,宮城県,female_40_49,女,40-49歳,4,6,-2,2
04000,宮城県,female_50_59,女,50-59歳,3,2,1,1
04000,宮城県,female_60_plus,女,60歳以上,0,0,0,0
04000,宮城県,female_unknown,女,不詳/その他,0,0,0,0
28000,兵庫県,both_total,総数,総数,69,62,7,7
28000,兵庫県,both_0_9,総数,0-9歳,5,5,0,0
28000,兵庫県,both_10_19,総数,10-19歳,11,5,6,6
28000,兵庫県,both_20_29,総数,20-29歳,21,18,3,3
28000,兵庫県,both_30_39,総数,30-39歳,12,15,-3,3
28000,兵庫県,both_40_49,総数,40-49歳,9,11,-2,2
28000,兵庫県,both_50_59,総数,50-59歳,9,4,5,5
28000,兵庫県,both_60_plus,総数,60歳以上,2,4,-2,2
28000,兵庫県,both_unknown,総数,不詳/その他,0,0,0,0
28000,兵庫県,male_total,男,総数,38,41,-3,3
28000,兵庫県,male_0_9,男,0-9歳,2,3,-1,1
28000,兵庫県,male_10_19,男,10-19歳,7,3,4,4
28000,兵庫県,male_20_29,男,20-29歳,11,11,0,0
28000,兵庫県,male_30_39,男,30-39歳,5,11,-6,6
28000,兵庫県,male_40_49,男,40-49歳,6,7,-1,1
28000,兵庫県,male_50_59,男,50-59歳,5,3,2,2
28000,兵庫県,male_60_plus,男,60歳以上,2,3,-1,1
28000,兵庫県,male_unknown,男,不詳/その他,0,0,0,0
28000,兵庫県,female_total,女,総数,31,21,10,10
28000,兵庫県,female_0_9,女,0-9歳,3,2,1,1
28000,兵庫県,female_10_19,女,10-19歳,4,2,2,2
28000,兵庫県,female_20_29,女,20-29歳,10,7,3,3
28000,兵庫県,female_30_39,女,30-39歳,7,4,3,3
28000,兵庫県,female_40_49,女,40-49歳,3,4,-1,1
28000,兵庫県,female_50_59,女,50-59歳,4,1,3,3
28000,兵庫県,female_60_plus,女,60歳以上,0,1,-1,1
28000,兵庫県,female_unknown,女,不詳/その他,0,0,0,0
01460,上富良野町,both_total,総数,総数,30,36,-6,6
01460,上富良野町,both_0_9,総数,0-9歳,0,2,-2,2
01460,上富良野町,both_10_19,総数,10-19歳,2,7,-5,5
01460,上富良野町,both_20_29,総数,20-29歳,21,21,0,0
01460,上富良野町,both_30_39,総数,30-39歳,5,4,1,1
01460,上富良野町,both_40_49,総数,40-49歳,2,1,1,1
01460,上富良野町,both_50_59,総数,50-59歳,0,1,-1,1
01460,上富良野町,both_60_plus,総数,60歳以上,0,0,0,0
01460,上富良野町,both_unknown,総数,不詳/その他,0,0,0,0
01460,上富良野町,male_total,男,総数,28,32,-4,4
01460,上富良野町,male_0_9,男,0-9歳,0,2,-2,2
01460,上富良野町,male_10_19,男,10-19歳,1,7,-6,6
01460,上富良野町,male_20_29,男,20-29歳,21,18,3,3
01460,上富良野町,male_30_39,男,30-39歳,4,3,1,1
01460,上富良野町,male_40_49,男,40-49歳,2,1,1,1
01460,上富良野町,male_50_59,男,50-59歳,0,1,-1,1
01460,上富良野町,male_60_plus,男,60歳以上,0,0,0,0
01460,上富良野町,male_unknown,男,不詳/その他,0,0,0,0
01460,上富良野町,female_total,女,総数,2,4,-2,2
01460,上富良野町,female_0_9,女,0-9歳,0,0,0,0
01460,上富良野町,female_10_19,女,10-19歳,1,0,1,1
01460,上富良野町,female_20_29,女,20-29歳,0,3,-3,3
01460,上富良野町,female_30_39,女,30-39歳,1,1,0,0
01460,上富良野町,female_40_49,女,40-49歳,0,0,0,0
01460,上富良野町,female_50_59,女,50-59歳,0,0,0,0
01460,上富良野町,female_60_plus,女,60歳以上,0,0,0,0
01460,上富良野町,female_unknown,女,不詳/その他,0,0,0,0
05000,秋田県,both_total,総数,総数,30,24,6,6
05000,秋田県,both_0_9,総数,0-9歳,4,2,2,2
05000,秋田県,both_10_19,総数,10-19歳,6,2,4,4
05000,秋田県,both_20_29,総数,20-29歳,9,7,2,2
05000,秋田県,both_30_39,総数,30-39歳,6,5,1,1
05000,秋田県,both_40_49,総数,40-49歳,4,7,-3,3
05000,秋田県,both_50_59,総数,50-59歳,0,1,-1,1
05000,秋田県,both_60_plus,総数,60歳以上,1,0,1,1
05000,秋田県,both_unknown,総数,不詳/その他,0,0,0,0
05000,秋田県,male_total,男,総数,11,11,0,0
05000,秋田県,male_0_9,男,0-9歳,3,1,2,2
05000,秋田県,male_10_19,男,10-19歳,1,1,0,0
05000,秋田県,male_20_29,男,20-29歳,1,0,1,1
05000,秋田県,male_30_39,男,30-39歳,3,4,-1,1
05000,秋田県,male_40_49,男,40-49歳,3,5,-2,2
05000,秋田県,male_50_59,男,50-59歳,0,0,0,0
05000,秋田県,male_60_plus,男,60歳以上,0,0,0,0
05000,秋田県,male_unknown,男,不詳/その他,0,0,0,0
05000,秋田県,female_total,女,総数,19,13,6,6
05000,秋田県,female_0_9,女,0-9歳,1,1,0,0
05000,秋田県,female_10_19,女,10-19歳,5,1,4,4
05000,秋田県,female_20_29,女,20-29歳,8,7,1,1
05000,秋田県,female_30_39,女,30-39歳,3,1,2,2
05000,秋田県,female_40_49,女,40-49歳,1,2,-1,1
05000,秋田県,female_50_59,女,50-59歳,0,1,-1,1
05000,秋田県,female_60_plus,女,60歳以上,1,0,1,1
05000,秋田県,female_unknown,女,不詳/その他,0,0,0,0
01223,根室市,both_total,総数,総数,19,14,5,5
01223,根室市,both_0_9,総数,0-9歳,2,2,0,0
01223,根室市,both_10_19,総数,10-19歳,0,0,0,0
01223,根室市,both_20_29,総数,20-29歳,5,7,-2,2
01223,根室市,both_30_39,総数,30-39歳,4,2,2,2
01223,根室市,both_40_49,総数,40-49歳,2,2,0,0
01223,根室市,both_50_59,総数,50-59歳,4,1,3,3
01223,根室市,both_60_plus,総数,60歳以上,2,0,2,2
01223,根室市,both_unknown,総数,不詳/その他,0,0,0,0
